12; 345; 00; 00; 00; 31; *
12; 360; 00; 00; 00; 33; *
15; 005; 00; 00; 00; 00; A
15; 010; 00; 00; 00; 00; B
15; 015; 00; 00; 00; 00; C
15; 020; 00; 00; 00; 00; C
15; 025; 00; 00; 00; 00; D
15; 030; 00; 00; 00; 00; E
15; 035; 00; 00; 00; 00; E
15; 040; 00; 00; 00; 00; F
15; 045; 00; 00; 00; 00; G
15; 050; 00; 00; 00; 00; G
15; 055; 00; 00; 00; 00; H
15; 060; 00; 00; 00; 00; H
15; 065; 00; 00; 00; 00; I
15; 070; 00; 00; 00; 00; I
15; 075; 00; 00; 00; 00; J
15; 080; 00; 00; 00; 02; J
15; 085; 00; 00; 00; 04; K
15; 090; 00; 00; 00; 06; K
15; 095; 00; 00; 00; 08; L
15; 100; 00; 00; 00; 11; L
15; 105; 00; 00; 00; 13; L
15; 110; 00; 00; 00; 15; M
15; 115; 00; 00; 00; 17; M
15; 120; 00; 00; 00; 18; M
15; 130; 00; 00; 00; 22; *
15; 140; 00; 00; 00; 25; *
15; 150; 00; 00; 00; 28; *
18; 005; 00; 00; 00; 00; B
18; 010; 00; 00; 00; 00; B
18; 015; 00; 00; 00; 00; C
18; 020; 00; 00; 00; 00; D
18; 025; 00; 00; 00; 00; E
18; 030; 00; 00; 00; 00; F
18; 035; 00; 00; 00; 00; F
18; 040; 00; 00; 00; 00; G
18; 045; 00; 00; 00; 00; H
18; 050; 00; 00; 00; 00; H
18; 055; 00; 00; 00; 01; I
18; 060; 00; 00; 00; 05; J
18; 065; 00; 00; 00; 08; J
18; 070; 00; 00; 00; 11; K
18; 075; 00; 00; 00; 14; K
18; 080; 00; 00; 00; 17; L
18; 085; 00; 00; 00; 21; L
18; 090; 00; 00; 00; 23; M
18; 095; 00; 00; 00; 26; M
18; 100; 00; 00; 00; 28; M
18; 105; 00; 00; 00; 31; N
18; 110; 00; 00; 00; 34; N
18; 115; 00; 00; 00; 36; N
18; 120; 00; 00; 00; 28; O
18; 130; 00; 00; 00; 42; *
18; 140; 00; 00; 00; 46; *
18; 150; 00; 00; 00; 38; *
20; 005; 00; 00; 00; 00; B
20; 010; 00; 00; 00; 00; B
20; 015; 00; 00; 00; 00; D
20; 020; 00; 00; 00; 00; D
20; 025; 00; 00; 00; 00; E
20; 030; 00; 00; 00; 00; F
20; 035; 00; 00; 00; 00; G
20; 040; 00; 00; 00; 00; H
20; 045; 00; 00; 00; 01; I
20; 050; 00; 00; 00; 04; I
20; 055; 00; 00; 00; 09; J
20; 060; 00; 00; 00; 13; K
20; 065; 00; 00; 00; 16; K
20; 070; 00; 00; 00; 20; L
20; 075; 00; 00; 00; 24; L
20; 080; 00; 00; 00; 27; M
20; 085; 00; 00; 00; 30; M
20; 090; 00; 00; 00; 34; M
20; 095; 00; 00; 00; 37; *
20; 100; 00; 00; 00; 40; *
20; 105; 00; 00; 00; 43; *
20; 110; 00; 00; 00; 45; *
22; 005; 00; 00; 00; 00; B
22; 010; 00; 00; 00; 00; C
22; 015; 00; 00; 00; 00; D
22; 020; 00; 00; 00; 00; E
22; 025; 00; 00; 00; 00; F
22; 030; 00; 00; 00; 00; G
22; 035; 00; 00; 00; 00; H
22; 040; 00; 00; 00; 02; I
22; 045; 00; 00; 00; 07; I
22; 050; 00; 00; 00; 12; J
22; 055; 00; 00; 00; 16; K
22; 060; 00; 00; 00; 20; K
22; 065; 00; 00; 00; 25; L
22; 070; 00; 00; 00; 29; L
22; 075; 00; 00; 00; 33; M
22; 080; 00; 00; 00; 37; M
22; 085; 00; 00; 00; 41; N
22; 090; 00; 00; 00; 44; N
22; 095; 00; 00; 02; 46; *
22; 100; 00; 00; 04; 47; *
22; 105; 00; 00; 05; 49; *
22; 110; 00; 00; 07; 51; *
25; 005; 00; 00; 00; 00; B
25; 010; 00; 00; 00; 00; C
25; 015; 00; 00; 00; 00; D
25; 020; 00; 00; 00; 00; E
25; 025; 00; 00; 00; 01; F
25; 030; 00; 00; 00; 02; H
25; 035; 00; 00; 00; 05; I
25; 040; 00; 00; 00; 10; J
25; 045; 00; 00; 00; 16; J
25; 050; 00; 00; 00; 21; K
25; 055; 00; 00; 00; 27; L
25; 060; 00; 00; 00; 32; L
25; 065; 00; 00; 00; 37; M
25; 070; 00; 00; 01; 41; M
25; 075; 00; 00; 04; 43; N
25; 080; 00; 00; 07; 45; N
25; 085; 00; 00; 09; 48; O
25; 090; 00; 00; 11; 50; O
25; 095; 00; 00; 14; 51; *
25; 100; 00; 00; 16; 54; *
25; 105; 00; 00; 19; 56; *
25; 110; 00; 00; 21; 59; *
28; 005; 00; 00; 00; 00; B
28; 010; 00; 00; 00; 00; D
28; 015; 00; 00; 00; 00; E
28; 020; 00; 00; 00; 01; F
28; 025; 00; 00; 00; 02; G
28; 030; 00; 00; 00; 06; H
28; 035; 00; 00; 00; 12; I
28; 040; 00; 00; 00; 19; J
28; 045; 00; 00; 00; 25; K
28; 050; 00; 00; 00; 32; L
28; 055; 00; 00; 02; 36; M
28; 060; 00; 00; 04; 40; M
28; 065; 00; 00; 08; 43; N
28; 070; 00; 00; 11; 46; N
28; 075; 00; 00; 14; 48; O
28; 080; 00; 00; 17; 50; O
28; 085; 00; 00; 20; 53; O
28; 090; 00; 00; 23; 56; P
28; 095; 00; 00; 26; 58; *
28; 100; 00; 00; 28; 61; *
28; 105; 00; 00; 30; 64; *
28; 110; 00; 01; 32; 67; *
30; 005; 00; 00; 00; 00; B
30; 010; 00; 00; 00; 00; D
30; 015; 00; 00; 00; 01; E
30; 020; 00; 00; 00; 02; F
30; 025; 00; 00; 00; 04; H
30; 030; 00; 00; 00; 09; I
30; 035; 00; 00; 00; 17; J
30; 040; 00; 00; 00; 24; K
30; 045; 00; 00; 01; 31; L
30; 050; 00; 00; 03; 36; M
30; 055; 00; 00; 06; 39; M
30; 060; 00; 00; 10; 43; N
30; 065; 00; 00; 14; 46; N
30; 070; 00; 00; 17; 48; O
30; 075; 00; 00; 20; 50; *
30; 080; 00; 00; 24; 54; *
30; 085; 00; 00; 27; 57; *
30; 090; 00; 00; 30; 60; *
32; 005; 00; 00; 00; 00; B
32; 010; 00; 00; 00; 00; D
32; 015; 00; 00; 00; 01; E
32; 020; 00; 00; 00; 03; G
32; 025; 00; 00; 00; 06; H
32; 030; 00; 00; 00; 14; I
32; 035; 00; 00; 00; 22; K
32; 040; 00; 00; 01; 29; K
32; 045; 00; 00; 04; 34; L
32; 050; 00; 00; 07; 39; M
32; 055; 00; 00; 11; 43; N
32; 060; 00; 00; 15; 46; N
32; 065; 00; 00; 19; 48; O
32; 070; 00; 00; 23; 50; O
32; 075; 00; 00; 27; 54; *
32; 080; 00; 02; 29; 58; *
32; 085; 00; 04; 30; 61; *
35; 005; 00; 00; 00; 00; C
35; 010; 00; 00; 00; 00; D
35; 015; 00; 00; 00; 02; F
35; 020; 00; 00; 00; 05; H
35; 025; 00; 00; 00; 11; I
35; 030; 00; 00; 01; 20; J
35; 035; 00; 00; 02; 27; K
35; 040; 00; 00; 05; 34; L
35; 045; 00; 00; 09; 39; M
35; 050; 00; 00; 14; 43; N
35; 055; 00; 00; 18; 47; N
35; 060; 00; 00; 22; 50; O
35; 065; 00; 02; 26; 52; *
35; 070; 00; 04; 28; 57; *
38; 005; 00; 00; 00; 00; C
38; 010; 00; 00; 00; 01; E
38; 015; 00; 00; 00; 04; F
38; 020; 00; 00; 00; 08; H
38; 025; 00; 00; 01; 16; J
38; 030; 00; 00; 03; 24; K
38; 035; 00; 00; 05; 33; L
38; 040; 00; 00; 10; 38; M
38; 045; 00; 00; 15; 43; N
38; 050; 00; 00; 20; 47; N
38; 055; 00; 02; 23; 50; O
38; 060; 00; 05; 27; 53; P
38; 065; 00; 08; 29; 58; *
38; 070; 00; 11; 31; 62; *
38; 075; 00; 14; 33; 66; *
38; 080; 00; 17; 35; 71; *
40; 005; 00; 00; 00; 00; C
40; 010; 00; 00; 00; 02; E
40; 015; 00; 00; 00; 04; G
40; 020; 00; 00; 01; 09; H
40; 025; 00; 00; 02; 19; J
40; 030; 00; 00; 04; 28; K
40; 035; 00; 00; 08; 35; L
40; 040; 00; 00; 13; 40; M
40; 045; 00; 01; 18; 45; N
40; 050; 00; 02; 23; 48; O
40; 055; 00; 05; 26; 52; O
40; 060; 00; 08; 29; 57; P
40; 065; 00; 12; 31; 61; *
40; 070; 00; 15; 33; 66; *
40; 075; 00; 18; 35; 71; *
40; 080; 01; 21; 37; 75; *
40; 085; 03; 23; 38; 82; *
40; 090; 05; 24; 39; 88; *
42; 005; 00; 00; 00; 00; C
42; 010; 00; 00; 00; 02; E
42; 015; 00; 00; 00; 05; G
42; 020; 00; 00; 01; 12; I
42; 025; 00; 00; 03; 22; J
42; 030; 00; 00; 06; 31; L
42; 035; 00; 00; 11; 37; M
42; 040; 00; 01; 16; 43; N
42; 045; 00; 03; 21; 47; *
42; 050; 00; 06; 24; 50; *
42; 055; 00; 08; 29; 55; *
42; 060; 00; 13; 30; 60; *
45; 005; 00; 00; 00; 00; C
45; 010; 00; 00; 00; 03; F
45; 015; 00; 00; 01; 06; H
45; 020; 00; 00; 03; 15; I
45; 025; 00; 00; 05; 25; K
45; 030; 00; 00; 09; 35; L
45; 035; 00; 01; 15; 40; M
45; 040; 00; 03; 20; 46; N
45; 045; 00; 06; 24; 50; *
45; 050; 00; 10; 28; 54; *
45; 055; 00; 14; 30; 60; *
45; 060; 01; 18; 32; 65; *
48; 005; 00; 00; 00; 00; D
48; 010; 00; 00; 00; 04; F
48; 015; 00; 00; 02; 07; H
48; 020; 00; 00; 04; 19; J
48; 025; 00; 00; 07; 30; K
48; 030; 00; 01; 12; 37; M
48; 035; 00; 03; 18; 44; N
48; 040; 00; 06; 23; 48; O
48; 045; 00; 10; 27; 53; *
48; 050; 01; 14; 30; 59; *
48; 055; 02; 18; 32; 64; *
48; 060; 05; 19; 36; 70; *
50; 005; 00; 00; 00; 01; D
50; 010; 00; 00; 00; 04; F
50; 015; 00; 00; 02; 09; H
50; 020; 00; 00; 04; 22; J
50; 025; 00; 01; 08; 32; L
50; 030; 00; 02; 14; 39; M
50; 035; 00; 05; 20; 45; N
50; 040; 00; 09; 24; 50; O
50; 045; 01; 12; 29; 55; *
50; 050; 02; 17; 30; 62; *
50; 055; 05; 19; 34; 67; *
50; 060; 08; 21; 37; 74; *
52; 005; 00; 00; 00; 01; D
52; 010; 00; 00; 01; 04; F
52; 015; 00; 00; 03; 10; I
52; 020; 00; 01; 05; 23; K
52; 025; 00; 02; 09; 34; L
52; 030; 00; 04; 15; 41; M
52; 035; 00; 06; 22; 47; O
52; 040; 01; 10; 26; 52; O
52; 045; 02; 15; 29; 59; *
52; 050; 05; 17; 32; 64; *
52; 055; 08; 19; 36; 71; *
52; 060; 11; 22; 38; 78; *
55; 005; 00; 00; 00; 01; D
55; 010; 00; 00; 01; 05; G
55; 015; 00; 00; 04; 13; I
55; 020; 00; 01; 06; 27; K
55; 025; 00; 03; 11; 37; M
55; 030; 00; 06; 18; 44; N
55; 035; 01; 09; 23; 50; O
55; 040; 03; 12; 29; 55; P
55; 045; 05; 17; 31; 62; *
55; 050; 08; 19; 35; 69; *
55; 055; 12; 22; 37; 76; *
58; 005; 00; 00; 00; 02; D
58; 010; 00; 00; 02; 05; G
58; 015; 00; 01; 04; 16; J
58; 020; 00; 02; 07; 30; K
58; 025; 00; 04; 13; 40; M
58; 030; 01; 07; 21; 46; N
58; 035; 02; 11; 26; 52; O
58; 040; 05; 15; 30; 59; P
58; 045; 08; 18; 33; 66; *
60; 005; 00; 00; 00; 02; D
60; 010; 00; 00; 02; 06; G
60; 015; 00; 01; 04; 19; J
60; 020; 00; 03; 08; 32; L
60; 025; 00; 05; 15; 41; M
60; 030; 01; 08; 22; 48; O
60; 035; 04; 11; 28; 54; P
60; 040; 06; 17; 30; 62; P
62; 005; 00; 00; 00; 02; *
62; 010; 00; 00; 02; 07; *
62; 015; 00; 01; 05; 21; *
65; 005; 00; 00; 00; 03; *
65; 010; 00; 00; 03; 08; *
65; 000; 00; 02; 05; 24; *
